"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOANC99	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
611031																																																																																				252199	0				10.5730%			26503		250667	-503	0						0	0	0	0	3606	250667	0	0.0000%	34606	0	0	34606	13.7217%	0	0	0	0	1		22897		1	0	26000	0	0	0	-503	0	0	0		0	26503	0	0	26503	0	0	0	0	0	0						0	0	0		
612159																																																																																						49121	4394	4394	9.2858%	13.9913%	12.7397%	44727	351083	481670	-5354	0			5.9913%			0				18340	492695								0	0	0		0		37412	12.7397%	1	0	50398	6067	4958	0	-5354	0	0	0		0	44727	0	0	44727	0	0	0	0	0	0	0	0	0	4394	0	11025	0			
612878																																																																																						18611	937	937	14.1772%	24.8282%	23.5782%	17674	74959	124665	-1137	0			16.8282%			0				18307	125298								0	0	0		0		0	23.5782%	1	0	17170	633	0	0	-1137	0	0	0		0	17674	0	0	17674	0	0	0	0	0	0	0	0	0	937	0	633	0			
613008																																																																																						2210775	137845	137845	11.1772%	15.4259%	14.4641%	2072930	14331594	18546066	-90007	3341			7.4259%			0				487490	19532376								0	0	0		0		2568409	14.4641%	1	0	2965892	973607	9228	134	-79489	-13859	3341	0		0	2072930	0	0	2072930	0	0	0	0	0	0	0	0	0	137845	0	982969	0			
613156																																																																																						54034	3466	3466	8.8745%	15.2407%	14.2631%	50568	354537	569810	-3545	0			7.2407%			0				32527	570879								0	0	0		0		19110	14.2631%	1	0	48092	1069	0	0	-1690	0	0	-1855		0	50568	0	0	50568	0	0	0	0	0	0	0	0	0	3466	0	1069	0			
613343																																																																																						171119	14854	14854	8.7525%	11.9116%	10.8776%	156265	1436576	1785381	-41282	0			3.9116%			0				148002	1807586								0	0	0		0		30468	10.8776%	1	0	137188	21030	1176	0	-41283	0	0	0		0	156265	0	0	156265	0	0	0	0	0	0	0	0	0	14854	0	22205	0			
613400																																																																																						406513	16167	16167	9.0207%	11.8559%	11.3844%	390346	3428771	4327211	-42223	0			3.8559%			0				406252	4343617								0	0	0		0		500	11.3844%	1	0	364529	12299	1762	2345	-38800	-3485	62	0		0	390346	0	0	390346	0	0	0	0	0	0	0	0	0	16167	0	16406	0			
613558																																																																																						111294	9703	9703	8.9097%	11.2864%	10.3024%	101591	986091	1140226	-784	0			3.2864%			0				53806	1161770								0	0	0		0		69329	10.3024%	1	0	122351	9034	12510	0	-784	0	0	0		0	101591	0	0	101591	0	0	0	0	0	0	0	0	0	9703	0	21544	0			
613679																																																																																						58542	5457	5457	8.4059%	13.3466%	12.1025%	53085	438627	631523	-9735	0			5.3466%			0				26533	637353								0	0	0		0		32382	12.1025%	1	0	49180	5782	48	0	-9735	0	0	0		0	53085	0	0	53085	0	0	0	0	0	0	0	0	0	5457	0	5830	0			
613839																																																																																				394772	0				12.2597%			48863		398567	-6920	0						0	0	0	0	32463	398567	0	0.0000%	38930	0	94	39024	9.8852%	0	0	0	0	1		16400		1	0	41943	0	0	0	-23	0	0	-6897		0	48863	0	0	48863	0	0	0	0	0	0						0	0	2635		
613950																																																																																						416851	24778	24778	9.1225%	21.3327%	20.0647%	392073	1954046	4297891	-183660	0			13.3327%			0				133461	4297891								0	0	0		0		258612	20.0647%	1	0	208413	0	0	0	-183660	0	0	0		0	392073	0	0	392073	0	0	0	0	0	0	0	0	0	24778	0	0	0			
613978																																																																																				161183	0				12.7050%			19856		156285	-1705	0						0	0	0	0	19856	156285	0	0.0000%	7755	0	390	8145	5.0533%	0	0	0	0	1		0		1	0	18151	0	0	0	-1705	0	0	0		0	19856	0	0	19856	0	0	0	0	0	0						0	0	0		
614256																																																																																						9066	464	464	8.5429%	17.0190%	16.1479%	8602	53270	100692	-6854	0			9.0190%			0				6968	100692								0	0	0		0		1634	16.1479%	1	0	1748	0	0	0	-6854	0	0	0		0	8602	0	0	8602	0	0	0	0	0	0	0	0	0	464	0	0	0			
614313																																																																																						170672	14550	14550	11.0941%	14.6857%	13.4337%	156122	1162163	1407255	-30234	0			6.6857%			0				109845	1428424								0	0	0		0		67446	13.4337%	1	0	147057	20652	517	0	-30234	0	0	0		0	156122	0	0	156122	0	0	0	0	0	0	0	0	0	14550	0	21169	0			
614368																																																																																				1024257	0				9.8005%			101687		1037568	-10102	0						0	0	0	0	93142	1037568	0	0.0000%	59239	0	2717	61956	6.0489%	0	0	0	0	1		8545		1	0	91585	0	0	0	-10102	0	0	0		0	101687	0	0	101687	0	0	0	0	0	0						0	0	0		
614751																																																																																						28218	2119	2119	9.7975%	16.7599%	15.5013%	26099	168366	266385	-7804	0			8.7599%			0				7099	266385								0	0	0		0		19000	15.5013%	1	0	18295	0	0	0	-7804	0	0	0		0	26099	0	0	26099	0	0	0	0	0	0	0	0	0	2119	0	0	0			
614948																																																																																				300915	0				9.4390%			28976		306981	-5433	0						0	0	0	0	27853	307358	0	0.0000%	39005	0	1781	40786	13.5540%	0	0	0	0	1		1500		1	0	23920	200	0	177	-5651	0	218	0		0	28976	0	0	28976	0	0	0	0	0	0						377	0	0		
615217																																																																																						132725	9271	9271	10.8407%	12.8646%	11.9660%	123454	1031709	1138798	-35392	0			4.8646%			0				117570	1138798								0	0	0		0		5884	11.9660%	1	0	88062	0	0	0	-35392	0	0	0		0	123454	0	0	123454	0	0	0	0	0	0	0	0	0	9271	0	0	0			
615253																																																																																				167522	0				15.3025%			26319		171992	-5492	0						0	0	0	0	13819	171992	0	0.0000%	15307	0	482	15789	9.4250%	0	0	0	0	1		12500		1	0	20827	0	0	0	-5492	0	0	0		0	26319	0	0	26319	0	0	0	0	0	0						0	0	0		
615851																																																																																				224481	0				14.5356%			32503		223610	-7300	0						0	0	0	0	32648	224226	0	0.0000%	26444	0	8227	34671	15.4450%	0	0	0	0	1		471		1	0	25819	0	0	616	-7300	0	0	0		0	32503	0	0	32503	0	0	0	0	0	0						616	0	0		
615879																																																																																						29160	1083	1083	25.2582%	33.8354%	32.5787%	28077	86182	111160	0	0			25.8354%			0				29091	112174								0	0	0		0		0	32.5787%	1	0	29091	1014	0	0	0	0	0	0		0	28077	0	0	28077	0	0	0	0	0	0	0	0	0	1083	0	1014	0			
615954																																																																																						92669	8979	8979	8.5214%	12.9378%	11.6842%	83690	716265	982120	-863	0			4.9378%			0				33166	982120								0	0	0		0		50524	11.6842%	1	0	82827	0	0	0	-863	0	0	0		0	83690	0	0	83690	0	0	0	0	0	0	0	0	0	8979	0	0	0			
616036																																																																																				673527	0				13.2005%			90051		682179	-3224	0						0	0	0	0	45670	683798	0	0.0000%	55377	0	1878	57255	8.5008%	0	0	0	0	1		46000		1	0	88446	0	1619	0	-3224	0	0	0		0	90051	0	0	90051	0	0	0	0	0	0						1619	0	7340		
616540																																																																																						23121	1889	1889	11.3622%	15.3171%	14.0657%	21232	150949	186865	-1377	0			7.3171%			0				20133	190811								0	0	0		0		5045	14.0657%	1	0	23801	3676	270	0	-1377	0	0	0		0	21232	0	0	21232	0	0	0	0	0	0	0	0	0	1889	0	3946	0			
617051																																																																																						13606	1160	1160	9.8789%	14.3006%	13.0814%	12446	95143	125986	-1974	0			6.3006%			0				5464	130086								0	0	0		0		11082	13.0814%	1	0	14572	4100	0	0	-1974	0	0	0		0	12446	0	0	12446	0	0	0	0	0	0	0	0	0	1160	0	4100	0			
617079																																																																																						9375	396	396	17.0170%	29.5303%	28.2830%	8979	31747	52765	-307	0			21.5303%			0				94	53174								0	0	0		0		9294	28.2830%	1	0	9081	367	42	0	-307	0	0	0		0	8979	0	0	8979	0	0	0	0	0	0	0	0	0	396	0	409	0			
617145																																																																																				197122	0				12.8458%			25411		197816	-4898	0						0	0	0	0	12078	197816	0	0.0000%	16902	0	278	17180	8.7154%	0	0	0	0	1		13333		1	0	20513	0	0	0	-4898	0	0	0		0	25411	0	0	25411	0	0	0	0	0	0						0	0	0		
617275																																																																																				64567	0				17.1377%			11175		65207	-5	0						0	0	0	0	10007	65207	0	0.0000%	0	0	13	13	0.0201%	0	0	0	0	1		1173		1	0	11175	0	0	0	0	0	0	0		0	11175	0	0	11175	0	0	0	0	0	0						0	0	2394		
617743																																																																																				273163	0				12.9979%			34738		267258	-1372	0						0	0	0	0	27434	271744	0	0.0000%	1245	0	0	1245	0.4558%	0	0	0	0	1		11790		1	0	37852	4486	0	0	-1372	0	0	0		0	34738	0	0	34738	0	0	0	0	0	0						4486	0	21492		
618647																																																																																						6781	571	571	9.1485%	13.3771%	12.2507%	6210	50691	67880	-675	0			5.3771%			0				5910	67880								0	0	0		0		300	12.2507%	1	0	5535	0	0	0	-675	0	0	0		0	6210	0	0	6210	0	0	0	0	0	0	0	0	0	571	0	0	0			
618740																																																																																						72836	7871	7871	8.4359%	11.5679%	10.3178%	64965	629641	770098	-6984	0			3.5679%			0				46819	776525								0	0	0		0		24572	10.3178%	1	0	64407	6167	259	0	-6984	0	0	0		0	64965	0	0	64965	0	0	0	0	0	0	0	0	0	7871	0	6427	0			
618777																																																																																				55997	0				22.1544%			12332		55664	0	0						0	0	0	0	12332	55664	0	0.0000%	2141	0	0	2141	3.8234%	0	0	0	0	1		0		1	0	12332	0	0	0	0	0	0	0		0	12332	0	0	12332	0	0	0	0	0	0						0	0	0		
618807																																																																																						898809	73824	73824	10.7595%	14.8511%	13.6313%	824985	6052143	7667507	4167	0			6.8511%			0				824574	7725848								0	0	0		0		58752	13.6313%	1	0	887493	46358	10101	1568	-24964	33140	-4009	0		0	825299	314	314	824985	0	0	0	0	314	0	0	0	0	73824	0	58341	0			
619701																																																																																						248301	22740	22740	8.3872%	11.8669%	10.7801%	225561	2092382	2689352	-21454	0			3.8669%			0				232999	2701288								0	0	0		0		4498	10.7801%	1	0	216043	11936	0	0	-21454	0	0	0		0	225561	0	0	225561	0	0	0	0	0	0	0	0	0	22740	0	11936	0			
619859																																																																																						16226	1169	1169	7.7336%	10.8603%	10.0778%	15057	149407	194696	-9664	0			2.8603%			0				8706	195114								0	0	0		0		6769	10.0778%	1	0	5811	0	418	0	-9664	0	0	0		0	15057	0	0	15057	0	0	0	0	0	0	0	0	0	1169	0	418	0			
619877			9987000	719000	719000	8.4796%	17.5664%	16.3017%	9268000	56853000	109298000	-5133000	0			9.5664%						5774000	109333000								0	0	0		3254000	15.8180%	0	3895000	0	0	32000	-1665000	20000	0	-3488000		3000	8993000	0	0	8993000	275000	0	0	275000	0	275000	0	0	0	719000	0	35000	0																																						1																	0				1																															
621151																																																																																				114487	0				19.3748%			22801		117684	-2144	0						0	0	0	0	19238	117684	0	0.0000%	6144	0	0	6144	5.3665%	0	0	0	0	1		3563		1	0	20657	0	0	0	-2144	0	0	0		0	22801	0	0	22801	0	0	0	0	0	0						0	0	0		
621357																																																																																				436420	0				11.5476%			51908		449514	-225	225						0	0	0	0	36364	450310	0	0.0000%	50418	0	218	50636	11.6026%	0	0	0	0	1		16115		1	0	52254	0	571	0	-225	0	0	0		0	51908	0	0	51908	0	0	0	0	0	0						571	0	5150		
621441																																																																																						36269	2705	2705	10.8908%	16.5575%	15.3226%	33564	219049	308187	-5642	0			8.5575%			0				21885	310700								0	0	0		0		14192	15.3226%	1	0	30435	2498	0	15	-5642	0	0	0		0	33564	0	0	33564	0	0	0	0	0	0	0	0	0	2705	0	2513	0			
622037																																																																																						56323	5192	5192	9.9269%	13.6080%	12.3536%	51131	413897	515076	-2349	0			5.6080%			0				48698	515076								0	0	0		0		2433	12.3536%	1	0	48782	0	0	0	-2349	0	0	0		0	51131	0	0	51131	0	0	0	0	0	0	0	0	0	5192	0	0	0			
622774																																																																																				2008559	0				14.0182%			288676		2059291	-29690	0						0	0	0	0	294431	2067146	0	0.0000%	123703	0	18795	142498	7.0945%	0	0	0	0	1		2100		1	0	266841	0	7855	0	-29690	0	0	0		0	288676	0	0	288676	0	0	0	0	0	0						7855	0	271744		
623052																																																																																						46735	1698	1698	11.1874%	24.3119%	23.4286%	45037	192231	402569	-3674	0			16.3119%			0				41037	402569								0	0	0		0		4000	23.4286%	1	0	41363	0	0	0	-3674	0	0	0		0	45037	0	0	45037	0	0	0	0	0	0	0	0	0	1698	0	0	0			
623454																																																																																						58783	3843	3843	9.7384%	19.1408%	17.8894%	54940	307109	564158	-16248	0			11.1408%			0				33496	566631								0	0	0		0		23917	17.8894%	1	0	41165	2473	0	0	-16248	0	0	0		0	54940	0	0	54940	0	0	0	0	0	0	0	0	0	3843	0	2473	0			
623548																																																																																						23335	1466	1466	10.3412%	15.5319%	14.5561%	21869	150239	211475	-3452	0			7.5319%			0				20102	211475								0	0	0		0		1767	14.5561%	1	0	18417	0	0	0	-3452	0	0	0		0	21869	0	0	21869	0	0	0	0	0	0	0	0	0	1466	0	0	0			
623874																																																																																				293041	0				13.6081%			39713		291834	-2411	0						0	0	0	0	39713	291834	0	0.0000%	45002	0	0	45002	15.3569%	0	0	0	0	1		0		1	0	37302	0	0	0	-2411	0	0	0		0	39713	0	0	39713	0	0	0	0	0	0						0	0	0		
624246																																																																																						52126	4994	4994	9.1947%	12.1918%	11.0237%	47132	427550	512599	-1365	0			4.1918%			0				19458	515184								0	0	0		0		30258	11.0237%	1	0	48351	2455	129	0	-1365	0	0	0		0	47132	0	0	47132	0	0	0	0	0	0	0	0	0	4994	0	2585	0			
624648																																																																																				198350	0				12.2983%			24931		202719	-2675	0						0	0	0	0	23243	202719	0	0.0000%	1993	0	37	2030	1.0234%	0	0	0	0	1		1688		1	0	22256	0	0	0	-2675	0	0	0		0	24931	0	0	24931	0	0	0	0	0	0						0	0	14896		
624778																																																																																						156734	1600	1600	15.1495%	33.4600%	33.1184%	155134	468422	1024023	-8927	0			25.4600%			0				155134	1024023								0	0	0		0		0	33.1184%	1	0	146207	0	0	0	-11247	0	2320	0		0	155134	0	0	155134	0	0	0	0	0	0	0	0	0	1600	0	0	0			
624956																																																																																						18739	1590	1590	9.5678%	14.7971%	13.5415%	17149	126640	179236	0	0			6.7971%			0				7571	179658								0	0	0		0		10000	13.5415%	1	0	17571	0	174	248	0	0	0	0		0	17149	0	0	17149	0	0	0	0	0	0	0	0	0	1590	0	422	0			
625056																																																																																						11275	505	505	12.5693%	27.9902%	26.7365%	10770	40282	85685	-912	0			19.9902%			1				5720	85685								0	0	0		0		5050	26.7365%	1	0	9858	0	0	0	-912	0	0	0		0	10770	0	0	10770	0	0	0	0	0	0	0	0	0	505	0	0	0			
625065																																																																																						46768	2891	2891	12.4016%	18.5592%	17.4120%	43877	251993	353800	-7468	0			10.5592%			0				5880	353800								0	0	0		0		37997	17.4120%	1	0	36409	0	0	0	-7468	0	0	0		0	43877	0	0	43877	0	0	0	0	0	0	0	0	0	2891	0	0	0			
625159																																																																																						105090	2890	2890	13.5279%	38.5609%	37.5005%	102200	272530	755476	-29291	0			30.5609%			0				83294	762570								0	0	0		0		26000	37.5005%	1	0	80003	7094	0	0	-29291	0	0	0		0	102200	0	0	102200	0	0	0	0	0	0	0	0	0	2890	0	7094	0			
625654																																																																																						246770	19355	19355	10.3585%	14.2111%	13.0965%	227415	1736454	2195448	-30178	0			6.2111%			0				184990	2208726								0	0	0		0		55703	13.0965%	1	0	210515	11968	1310	0	-981	0	0	-29197		0	227415	0	0	227415	0	0	0	0	0	0	0	0	0	19355	0	13278	0			
625757																																																																																						31752	1549	1549	9.7559%	18.2320%	17.3426%	30203	174155	309587	-1195	0			10.2320%			0				23503	309587								0	0	0		0		6700	17.3426%	1	0	29008	0	0	0	-1195	0	0	0		0	30203	0	0	30203	0	0	0	0	0	0	0	0	0	1549	0	0	0			
625850																																																																																				337447	0				14.3446%			46851		326610	0	0						0	0	0	0	41563	326610	0	0.0000%	23244	0	11	23255	6.8915%	0	0	0	0	1		5288		1	0	46851	0	0	0	0	0	0	0		0	46851	0	0	46851	0	0	0	0	0	0						0	0	0		
625953																																																																																						22341	745	745	13.8962%	32.6260%	31.5381%	21596	68476	155409	-7443	0			24.6260%			0				12086	155409								0	0	0		0		9510	31.5381%	1	0	14153	0	0	0	-5551	0	-1892	0		0	21596	0	0	21596	0	0	0	0	0	0	0	0	0	745	0	0	0			
626101																																																																																				1645117	0				12.8469%			210793		1640810	-7275	0						0	0	0	0	202205	1642222	0	0.0000%	246248	0	8087	254335	15.4600%	0	0	0	0	1		10000		1	0	204930	1412	0	0	-6218	0	-1057	0		0	210793	0	0	210793	0	0	0	0	0	0						1412	0	0		
627108																																																																																						203671	6234	6234	19.7496%	27.8169%	26.9655%	197437	732185	999700	-4920	0			19.8169%			0				197437	999700								0	0	0		0		0	26.9655%	1	0	192517	0	0	0	-5635	0	715	0		0	197437	0	0	197437	0	0	0	0	0	0	0	0	0	6234	0	0	0			
627854																																																																																				355951	0				28.4516%			96552		339355	0	0						0	0	0	0	96013	339355	0	0.0000%	27320	0	0	27320	7.6752%	0	0	0	0	1		539		1	0	96552	0	0	0	0	0	0	0		0	96552	0	0	96552	0	0	0	0	0	0						0	0	0		
628039																																																																																						19302	778	778	13.7311%	31.6374%	30.3622%	18524	61010	134905	-6036	0			23.6374%			0				4110	134905								0	0	0		0		14414	30.3622%	1	0	12488	0	0	0	-6036	0	0	0		0	18524	0	0	18524	0	0	0	0	0	0	0	0	0	778	0	0	0			
628123																																																																																						39496	3015	3015	9.9677%	16.4010%	15.1490%	36481	240815	365992	-19003	0			8.4010%			0				25186	366240								0	0	0		0		11543	15.1490%	1	0	17726	0	0	248	-19003	0	0	0		0	36481	0	0	36481	0	0	0	0	0	0	0	0	0	3015	0	248	0			
628356																																																																																						32667	2249	2249	8.6955%	13.5466%	12.6140%	30418	241145	349815	-1265	0			5.5466%			0				24104	349815								0	0	0		0		6314	12.6140%	1	0	29153	0	0	0	-1265	0	0	0		0	30418	0	0	30418	0	0	0	0	0	0	0	0	0	2249	0	0	0			
628552																																																																																						42713	2752	2752	11.7562%	16.3252%	15.2733%	39961	261639	339913	-3217	0			8.3252%			0				24145	341247								0	0	0		0		17150	15.2733%	1	0	38078	0	1334	0	-3217	0	0	0		0	39961	0	0	39961	0	0	0	0	0	0	0	0	0	2752	0	1334	0			
629148																																																																																						16522	927	927	8.3430%	21.6975%	20.4801%	15595	76147	186923	-6519	0			13.6975%			0				13082	187079								0	0	0		0		2669	20.4801%	1	0	9232	156	0	0	-6519	0	0	0		0	15595	0	0	15595	0	0	0	0	0	0	0	0	0	927	0	156	0			
629353																																																																																						52527	3682	3682	10.0873%	16.9054%	15.7203%	48845	310712	484223	-6228	0			8.9054%			0				36696	484223								0	0	0		0		12149	15.7203%	1	0	42617	0	0	0	-6228	0	0	0		0	48845	0	0	48845	0	0	0	0	0	0	0	0	0	3682	0	0	0			
629522																																																																																				202414	0				11.3092%			23481		207628	-5472	0						0	0	0	0	17614	207628	0	0.0000%	7609	0	150	7759	3.8332%	0	0	0	0	1		5867		1	0	18009	0	0	0	-5472	0	0	0		0	23481	0	0	23481	0	0	0	0	0	0						0	0	0		
629746																																																																																						19117	1609	1609	8.3989%	13.2552%	12.1395%	17508	144223	208455	-2778	0			5.2552%			0				14967	208455								0	0	0		0		2541	12.1395%	1	0	14730	0	0	0	-2778	0	0	0		0	17508	0	0	17508	0	0	0	0	0	0	0	0	0	1609	0	0	0			
630041																																																																																						3474	183	183	10.4816%	19.8129%	18.7692%	3291	17534	31398	-186	0			11.8129%			0				2666	31398								0	0	0		0		625	18.7692%	1	0	3105	0	0	0	-186	0	0	0		0	3291	0	0	3291	0	0	0	0	0	0	0	0	0	183	0	0	0			
630340																																																																																				93397	0				11.9833%			11294		94248	-2157	0						0	0	0	0	9894	94248	0	0.0000%	4892	0	0	4892	5.2379%	0	0	0	0	1		1400		1	0	9137	0	0	0	-2157	0	0	0		0	11294	0	0	11294	0	0	0	0	0	0						0	0	0		
630555																																																																																						68026	5731	5731	9.4719%	14.8822%	13.6285%	62295	457095	657685	-16505	0			6.8822%			0				16545	657685								0	0	0		0		45750	13.6285%	1	0	45790	0	0	0	-16505	0	0	0		0	62295	0	0	62295	0	0	0	0	0	0	0	0	0	5731	0	0	0			
630658																																																																																						68471	2357	2357	13.6802%	36.4380%	35.1837%	66114	187911	483284	-16982	0			28.4380%			0				55661	486316								0	0	0		0		13485	35.1837%	1	0	52164	3032	0	0	-16982	0	0	0		0	66114	0	0	66114	0	0	0	0	0	0	0	0	0	2357	0	3032	0			
631039																																																																																						33680	2030	2030	10.0432%	15.2201%	14.3027%	31650	221287	315138	-4336	0			7.2201%			0				-3957	315138								0	0	0		0		35607	14.3027%	1	0	27314	0	0	0	-4336	0	0	0		0	31650	0	0	31650	0	0	0	0	0	0	0	0	0	2030	0	0	0			
631150																																																																																						38866	3246	3246	9.0722%	14.9640%	13.7142%	35620	259730	392627	-1169	0			6.9640%			0				27884	392627								0	0	0		0		7736	13.7142%	1	0	34451	0	0	0	-1169	0	0	0		0	35620	0	0	35620	0	0	0	0	0	0	0	0	0	3246	0	0	0			
631178																																																																																						40415	3083	3083	10.5944%	15.2201%	14.0591%	37332	265537	352376	-1904	0			7.2201%			0				33206	352376								0	0	0		0		4126	14.0591%	1	0	35428	0	0	0	-1904	0	0	0		0	37332	0	0	37332	0	0	0	0	0	0	0	0	0	3083	0	0	0			
631422																																																																																						183050	8667	8667	9.5072%	18.9057%	18.0106%	174383	968224	1834219	-10560	0			10.9057%			0				170512	1834219								0	0	0		0		3871	18.0106%	1	0	163823	0	0	0	-10560	0	0	0		0	174383	0	0	174383	0	0	0	0	0	0	0	0	0	8667	0	0	0			
631570																																																																																						128105	7011	7011	9.8075%	19.6746%	18.5978%	121094	651120	1234708	15	0			11.6746%			0				57606	1234713								0	0	0		0		63488	18.5978%	1	0	121109	0	0	0	10	0	0	0		5	121094	0	0	121094	0	0	0	0	0	0	0	0	0	7011	0	5	0			
632410																																																																																						94676	6043	6043	9.2745%	19.6057%	18.3543%	88633	482900	955659	-33625	0			11.6057%			0				80630	955659								0	0	0		0		8003	18.3543%	1	0	55008	0	0	0	-33625	0	0	0		0	88633	0	0	88633	0	0	0	0	0	0	0	0	0	6043	0	0	0			
632607																																																																																						149068	8202	8202	11.5401%	19.3396%	18.2755%	140866	770792	1220668	-18537	0			11.3396%			0				141413	1221225								0	0	0		0		10	18.2755%	1	0	122886	557	0	0	-18871	0	334	0		0	140866	0	0	140866	0	0	0	0	0	0	0	0	0	8202	0	557	0			
632858																																																																																				535539	0				12.5056%			67134		536830	-2828	0						0	0	0	0	5881	536830	0	0.0000%	53737	0	50	53787	10.0435%	0	0	0	0	1		61253		1	0	64306	0	0	0	-2828	0	0	0		0	67134	0	0	67134	0	0	0	0	0	0						0	0	0		
633378																																																																																						699334	40924	40924	8.6336%	14.4903%	13.6424%	658410	4826220	7626127	-72097	-461			6.4903%			2				-145247	7741046								0	0	0		0		919037	13.6424%	1	0	701693	113525	1241	614	-89818	17419	302	0		0	658410	0	0	658410	0	0	0	0	0	0	0	0	0	40924	0	115380	0			
633640																																																																																				231038	0				9.7257%			22679		233187	-5653	0						0	0	0	0	18644	233187	0	0.0000%	9593	0	0	9593	4.1521%	0	0	0	0	1		4035		1	0	17026	0	0	0	-5653	0	0	0		0	22679	0	0	22679	0	0	0	0	0	0						0	0	17097		
634544																																																																																						20702	1917	1917	10.7407%	13.5251%	12.2726%	18785	153064	174896	-147	0			5.5251%			0				12885	174946								0	0	0		0		5950	12.2726%	1	0	18688	50	0	0	-147	0	0	0		0	18785	0	0	18785	0	0	0	0	0	0	0	0	0	1917	0	50	0			
634955																																																																																						35756	2806	2806	11.6530%	15.8624%	14.6175%	32950	225414	282761	-7751	0			7.8624%			0				16187	283813								0	0	0		0		17815	14.6175%	1	0	26251	1033	19	0	-7751	0	0	0		0	32950	0	0	32950	0	0	0	0	0	0	0	0	0	2806	0	1052	0			
635840																																																																																						64001	4358	4358	9.3249%	14.1438%	13.1807%	59643	452501	639611	-10276	0			6.1438%			0				35047	645138								0	0	0		0		30123	13.1807%	1	0	54894	5527	0	0	-10276	0	0	0		0	59643	0	0	59643	0	0	0	0	0	0	0	0	0	4358	0	5527	0			
635907																																																																																				1075665	0				11.3441%			122949		1083811	-16467	-1600						0	0	0	0	122948	1082211	0	0.0000%	110616	0	911	111527	10.3682%	0	0	0	0	1		1		1	0	106482	0	0	0	-15251	-32	-1184	0		0	122949	0	0	122949	0	0	0	0	0	0						0	0	4290		
636276																																																																																						89673	2752	2752	23.9438%	34.4139%	33.3578%	86921	260572	363021	-3196	0			26.4139%			0				86921	363021								0	0	0		0		0	33.3578%	1	0	83725	0	0	0	-3196	0	0	0		0	86921	0	0	86921	0	0	0	0	0	0	0	0	0	2752	0	0	0			
636753																																																																																						13929	660	660	17.3188%	25.3568%	24.1553%	13269	54932	76616	-1801	0			17.3568%			0				12869	76616								0	0	0		0		400	24.1553%	1	0	11468	0	0	0	-1801	0	0	0		0	13269	0	0	13269	0	0	0	0	0	0	0	0	0	660	0	0	0			
636771																																																																																						567254	54708	54708	9.5753%	12.9905%	11.7377%	512546	4366682	5352800	-69944	0			4.9905%			0				222139	5382588								0	0	0		0		325993	11.7377%	1	0	478188	28300	1488	0	-49299	-2072	0	-12775		0	512546	0	0	512546	0	0	0	0	0	0	0	0	0	54708	0	29788	0			
637170																																																																																						77031	7290	7290	8.7411%	13.2076%	11.9577%	69741	583232	797855	-1646	0			5.2076%			0				56291	797855								0	0	0		0		13450	11.9577%	1	0	68095	0	0	0	-1646	0	0	0		0	69741	0	0	69741	0	0	0	0	0	0	0	0	0	7290	0	0	0			
637451																																																																																						1419787	102123	102123	9.9867%	16.5374%	15.3479%	1317664	8585305	13194127	-111252	-1966			8.5374%			2				589058	13457207								0	0	0		0		993652	15.3479%	1	0	1471458	260439	4607	0	-78549	5252	0	-37955		0	1317664	0	0	1317664	0	0	0	0	0	0	0	0	0	102123	0	265046	0			
