"IDRSSD"	RCFA2170	RCFA3128	RCFA3792	RCFA5310	RCFA5311	RCFA7204	RCFA7205	RCFA7206	RCFA8274	RCFAA223	RCFAA224	RCFAB530	RCFAB596	RCFAH015	RCFAH036	RCFAH311	RCFAH313	RCFAH314	RCFAJJ30	RCFAJJ31	RCFAJJ32	RCFAKW00	RCFAKW03	RCFAKX77	RCFAKX78	RCFAKX79	RCFAKX80	RCFAKX81	RCFAKX82	RCFAKX83	RCFALB58	RCFALB59	RCFALB60	RCFALB61	RCFAP742	RCFAP793	RCFAP839	RCFAP840	RCFAP841	RCFAP842	RCFAP843	RCFAP844	RCFAP846	RCFAP847	RCFAP848	RCFAP849	RCFAP850	RCFAP852	RCFAP857	RCFAP858	RCFAP859	RCFAP860	RCFAP861	RCFAP862	RCFAP863	RCFAP864	RCFAP865	RCFAP866	RCFAP867	RCFAP868	RCFAP870	RCFAP872	RCFAP875	RCFAQ258	RCFAS540	RCFW3792	RCFW5310	RCFW5311	RCFW7205	RCFW7206	RCFWA223	RCFWH312	RCFWP793	RCFWP851	RCFWP852	RCFWP853	RCFWP854	RCFWP855	RCFWP856	RCFWP857	RCFWP858	RCFWP859	RCFWP870	RCOA2170	RCOA3128	RCOA3792	RCOA5310	RCOA5311	RCOA7204	RCOA7205	RCOA7206	RCOA8274	RCOAA223	RCOAA224	RCOAB530	RCOAB596	RCOAH015	RCOAH036	RCOAH311	RCOAH313	RCOAH314	RCOAJJ29	RCOAJJ30	RCOAJJ31	RCOAJJ32	RCOAKW00	RCOAKW03	RCOAKX77	RCOAKX78	RCOAKX79	RCOAKX80	RCOAKX81	RCOAKX82	RCOAKX83	RCOALB58	RCOALB59	RCOALB60	RCOALB61	RCOALE74	RCOANC99	RCOAP742	RCOAP793	RCOAP838	RCOAP839	RCOAP840	RCOAP841	RCOAP842	RCOAP843	RCOAP844	RCOAP846	RCOAP847	RCOAP848	RCOAP849	RCOAP850	RCOAP852	RCOAP857	RCOAP858	RCOAP859	RCOAP860	RCOAP861	RCOAP862	RCOAP863	RCOAP864	RCOAP865	RCOAP866	RCOAP867	RCOAP868	RCOAP870	RCOAP872	RCOAP875	RCOAQ258	RCOAS540	RCOWH312	
252041																																																																																						69026	5514	5514	8.8040%	12.3807%	11.3917%	63512	557529	721400	-4032	0			4.3807%			0				55489	722456								0	0	0		0		9079	11.3917%	1	0	60536	491	565	0	-4032	0	0	0		0	63512	0	0	63512	0	0	0	0	0	0	0	0	0	5514	0	1056	0			
252452																																																																																						11441	498	498	7.6751%	21.9728%	21.0163%	10943	52069	142578	-6947	0			13.9728%			0				2489	142675								0	0	0		0		8551	21.0163%	1	0	4093	97	0	0	-6947	0	0	0		0	10943	0	0	10943	0	0	0	0	0	0	0	0	0	498	0	97	0			
253356																																																																																				1678250	0				14.0412%			244816		1743549	-42607	0						0	0	0	0	239975	1743708	0	0.0000%	282826	0	1408	284234	16.9363%	0	0	0	0	1		5000		1	0	202368	0	159	0	-42607	0	0	0		0	244816	0	0	244816	0	0	0	0	0	0						159	0	0		
253468																																																																																						492170	47441	47441	8.6937%	13.1634%	11.8946%	444729	3738920	5115509	2578	0			5.1634%			0				408965	5115509								0	0	0		0		35764	11.8946%	1	0	447307	0	0	0	-8782	11360	0	0		0	444729	0	0	444729	0	0	0	0	0	0	0	0	0	47441	0	0	0			
253646																																																																																						40486	3498	3498	8.8572%	12.0136%	10.9757%	36988	337000	417602	-10861	0			4.0136%			0				21480	423094								0	0	0		0		21000	10.9757%	1	0	31619	5456	36	0	-10861	0	0	0		0	36988	0	0	36988	0	0	0	0	0	0	0	0	0	3498	0	5492	0			
253730																																																																																						14698	944	944	11.1365%	15.9131%	14.8911%	13754	92364	123504	-2449	0			7.9131%			0				7254	123504								0	0	0		0		6500	14.8911%	1	0	11305	0	0	0	-2449	0	0	0		0	13754	0	0	13754	0	0	0	0	0	0	0	0	0	944	0	0	0			
254317																																																																																				1312279	0				24.9061%			326617		1311394	0	0						0	0	0	0	41044	1311394	0	0.0000%	4278	0	945	5223	0.3980%	0	0	0	0	1		285573		1	0	326617	0	0	0	0	0	0	0		0	326617	0	0	326617	0	0	0	0	0	0						0	0	34034		
254504																																																																																						42663	3579	3579	10.6062%	14.9277%	13.6754%	39084	285798	368501	-6774	0			6.9277%			0				28971	368501								0	0	0		0		10113	13.6754%	1	0	32310	0	0	0	-6774	0	0	0		0	39084	0	0	39084	0	0	0	0	0	0	0	0	0	3579	0	0	0			
254849																																																																																				609129	0				10.2960%			64573		627166	-7613	0						0	0	0	0	18650	627166	0	0.0000%	51546	0	623	52169	8.5645%	0	0	0	0	1		40053		1	0	51090	0	0	0	-7613	0	0	0		0	58703	0	0	58703	0	0	5870	5870	0	5870						0	0	0		
255350																																																																																				139343	0				11.4102%			16159		141619	-2394	0						0	0	0	0	4159	141619	0	0.0000%	3534	0	365	3899	2.7981%	0	0	0	0	1		12000		1	0	13765	0	0	0	-2394	0	0	0		0	16159	0	0	16159	0	0	0	0	0	0						0	0	2307		
255547																																																																																						13407	1196	1196	9.6967%	14.0101%	12.7603%	12211	95695	125930	-1542	0			6.0101%			0				11341	125930								0	0	0		0		870	12.7603%	1	0	10669	0	0	0	-1542	0	0	0		0	12211	0	0	12211	0	0	0	0	0	0	0	0	0	1196	0	0	0			
255556																																																																																						29762	1960	1960	8.4399%	14.9049%	13.9233%	27802	199679	329412	-7529	0			6.9049%			0				22618	329412								0	0	0		0		5184	13.9233%	1	0	20273	0	0	0	-7529	0	0	0		0	27802	0	0	27802	0	0	0	0	0	0	0	0	0	1960	0	0	0			
255574																																																																																						172155	5773	5773	14.5196%	20.7497%	20.0539%	166382	829674	1145910	-16461	0			12.7497%			0				172168	1151696								0	0	0		0		0	20.0539%	1	0	155707	5786	0	0	-16461	0	0	0		0	166382	0	0	166382	0	0	0	0	0	0	0	0	0	5773	0	5786	0			
255659																																																																																						720253	57633	57633	8.6079%	15.6325%	14.3817%	662620	4607397	7697831	-135769	0			7.6325%			1				606123	7728563								0	0	0		0		87229	14.3817%	1	0	557583	30732	0	0	-135769	0	0	0		0	662620	0	0	662620	0	0	0	0	0	0	0	0	0	57633	0	30732	0			
256058																																																																																				662337	0				9.4131%			62966		668918	-12315	0						0	0	0	0	53671	668918	0	0.0000%	39774	0	3771	43545	6.5744%	0	0	0	0	1		9295		1	0	50651	0	0	0	-12315	0	0	0		0	62966	0	0	62966	0	0	0	0	0	0						0	0	0		
256076																																																																																				134055	0				11.2175%			15002		133738	-2333	0						0	0	0	0	15002	133738	0	0.0000%	4501	0	0	4501	3.3576%	0	0	0	0	1		0		1	0	12669	0	0	0	-2333	0	0	0		0	15002	0	0	15002	0	0	0	0	0	0						0	0	0		
256179																																																																																				143898	0				15.0743%			22008		145997	-1836	0						0	0	0	0	20647	145997	0	0.0000%	10142	0	1105	11247	7.8160%	0	0	0	0	1		1361		1	0	20172	0	0	0	-1836	0	0	0		0	22008	0	0	22008	0	0	0	0	0	0						0	0	0		
256553																																																																																						454803	39144	39144	9.8392%	12.1957%	11.1461%	415659	3729196	4224540	-43059	0			4.1957%			0				332045	4233758								0	0	0		0		92832	11.1461%	1	0	381818	9118	100	0	-43059	0	0	0		0	415659	0	0	415659	0	0	0	0	0	0	0	0	0	39144	0	9218	0			
257233																																																																																						112747	10473	10473	9.8507%	13.4681%	12.2170%	102274	837144	1038239	-34625	0			5.4681%			0				78577	1045639								0	0	0		0		31097	12.2170%	1	0	75049	5047	2353	0	-34625	0	0	0		0	102274	0	0	102274	0	0	0	0	0	0	0	0	0	10473	0	7400	0			
257345																																																																																						27220	1927	1927	9.0555%	16.4612%	15.2958%	25293	165359	279311	-10582	0			8.4612%			0				23362	279311								0	0	0		0		1931	15.2958%	1	0	14711	0	0	0	-10582	0	0	0		0	25293	0	0	25293	0	0	0	0	0	0	0	0	0	1927	0	0	0			
257578																																																																																						61846	5299	5299	8.7501%	14.6141%	13.3619%	56547	423195	646241	-1824	0			6.6141%			0				54260	646241								0	0	0		0		2287	13.3619%	1	0	54723	0	0	0	-1824	0	0	0		0	56547	0	0	56547	0	0	0	0	0	0	0	0	0	5299	0	0	0			
257653																																																																																				71716	0				13.0139%			9348		71831	-1044	0						0	0	0	0	8848	71831	0	0.0000%	1798	0	0	1798	2.5071%	0	0	0	0	1		500		1	0	8304	0	0	0	-1044	0	0	0		0	9348	0	0	9348	0	0	0	0	0	0						0	0	0		
257756																																																																																						35663	2460	2460	11.1835%	13.2537%	12.3395%	33203	269080	296893	-3648	0			5.2537%			0				23127	296893								0	0	0		0		10076	12.3395%	1	0	29555	0	0	0	-3648	0	0	0		0	33203	0	0	33203	0	0	0	0	0	0	0	0	0	2460	0	0	0			
258146																																																																																				43721	0				14.5272%			6187		42589	-880	0						0	0	0	0	4414	42756	0	0.0000%	1248	0	0	1248	2.8545%	0	0	0	0	1		1940		1	0	5474	167	0	0	-880	0	0	0		0	6187	0	0	6187	0	0	0	0	0	0						167	0	0		
258306																																																																																						62794	4442	4442	9.5623%	15.5804%	14.4783%	58352	403032	610230	-12275	0			7.5804%			0				54464	610230								0	0	0		0		3888	14.4783%	1	0	46077	0	0	0	-12275	0	0	0		0	58352	0	0	58352	0	0	0	0	0	0	0	0	0	4442	0	0	0			
258379																																																																																						16700	1322	1322	9.2968%	15.7952%	14.5449%	15378	105728	165412	-3241	-880			7.7952%			1				15378	164532								0	0	0		0		0	14.5449%	1	0	12137	0	0	0	-2361	0	-880	0		0	15378	0	0	15378	0	0	0	0	0	0	0	0	0	1322	0	0	0			
258539																																																																																				121682	0				12.0156%			14686		122224	-851	0						0	0	0	0	12435	122224	0	0.0000%	10242	0	193	10435	8.5756%	0	0	0	0	1		2251		1	0	13835	0	0	0	-851	0	0	0		0	14686	0	0	14686	0	0	0	0	0	0						0	0	0		
258771																																																																																						842952	42831	42831	8.4385%	13.2942%	12.6187%	800121	6340744	9481819	-93152	-93152			5.2942%			0				290145	9399749								0	0	0		0		521058	12.6187%	1	0	718051	0	8391	2691	-93152	0	0	0		0	800121	0	0	800121	0	0	0	0	0	0	0	0	0	42831	0	11082	0			
258874																																																																																						14884	400	400	13.9157%	32.8514%	31.9686%	14484	45307	104084	-1351	0			24.8514%			0				14484	104084								0	0	0		0		0	31.9686%	1	0	13133	0	0	0	-1351	0	0	0		0	14484	0	0	14484	0	0	0	0	0	0	0	0	0	400	0	0	0			
259059																																																																																				127140	0				12.0108%			15112		125820	-1026	0						0	0	0	0	5912	125820	0	0.0000%	3727	0	12	3739	2.9409%	0	0	0	0	1		9200		1	0	14086	0	0	0	-1026	0	0	0		0	15112	0	0	15112	0	0	0	0	0	0						0	0	17869		
259330																																																																																						111674	10684	10684	9.4576%	12.4719%	11.2787%	100990	895407	1067820	-6368	0			4.4719%			0				88642	1075352								0	0	0		0		19880	11.2787%	1	0	102154	7435	97	0	-6368	0	0	0		0	100990	0	0	100990	0	0	0	0	0	0	0	0	0	10684	0	7532	0			
259442																																																																																						64733	4737	4737	12.1915%	17.1394%	15.8852%	59996	377686	492114	-5335	0			9.1394%			0				46036	492114								0	0	0		0		13960	15.8852%	1	0	54661	0	0	0	-5335	0	0	0		0	59996	0	0	59996	0	0	0	0	0	0	0	0	0	4737	0	0	0			
259956																																																																																				166465	0				10.2672%			16697		162624	-6286	0						0	0	0	0	6697	162624	0	0.0000%	7286	0	1859	9145	5.4936%	0	0	0	0	1		10000		1	0	10411	0	0	0	-6286	0	0	0		0	16697	0	0	16697	0	0	0	0	0	0						0	0	0		
260055																																																																																						675346	50270	50714	9.5367%	15.1388%	14.0020%	624632	4461035	6549796	-67340	0			7.1388%			0				478368	6567427								0	0	0		0		163895	14.0020%	1	0	574923	17631	0	0	-67340	0	0	0		0	624632	0	0	624632	0	0	0	0	0	0	0	0	444	50714	0	17631	0			
260831																																																																																						20712	1969	1969	9.1489%	13.1996%	11.9448%	18743	156914	204866	-12	0			5.1996%			0				8210	204866								0	0	0		0		10533	11.9448%	1	0	18731	0	0	0	-12	0	0	0		0	18743	0	0	18743	0	0	0	0	0	0	0	0	0	1969	0	0	0			
261146																																																																																				508598	0				11.3613%			57047		502115	-8262	0						0	0	0	0	23692	502115	0	0.0000%	43777	0	487	44264	8.7031%	0	0	0	0	1		33355		1	0	48785	0	0	0	-8262	0	0	0		0	57047	0	0	57047	0	0	0	0	0	0						0	0	40692		
261360																																																																																				1075465	0				11.6070%			124618		1073643	-10406	0						0	0	0	0	106188	1076581	0	0.0000%	60836	0	332	61168	5.6876%	0	0	0	0	1		21368		1	0	117150	2838	100	0	-10406	0	0	0		0	124618	0	0	124618	0	0	0	0	0	0						2938	0	0		
261940																																																																																						108369	10013	10013	9.6172%	13.5331%	12.2826%	98356	800772	1022705	-19602	0			5.5331%			0				83863	1027516								0	0	0		0		19304	12.2826%	1	0	83565	4811	0	0	-19602	0	0	0		0	98356	0	0	98356	0	0	0	0	0	0	0	0	0	10013	0	4811	0			
262059																																																																																						54285	5222	5222	9.4195%	13.0565%	11.8005%	49063	415769	520869	-8061	0			5.0565%			1				43063	520869								0	0	0		0		6000	11.8005%	1	0	41002	0	0	0	-8061	0	0	0		0	49063	0	0	49063	0	0	0	0	0	0	0	0	0	5222	0	0	0			
262237																																																																																						54618	4948	4948	9.3714%	13.8206%	12.5685%	49670	395193	530019	-3915	0			5.8206%			0				23088	530019								0	0	0		0		26582	12.5685%	1	0	45755	0	0	0	-3915	0	0	0		0	49670	0	0	49670	0	0	0	0	0	0	0	0	0	4948	0	0	0			
262358																																																																																						80962	9005	9005	7.6989%	11.2473%	9.9963%	71957	719838	934644	-1703	0			3.2473%			0				-5497	942188								0	0	0		0		84998	9.9963%	1	0	77798	6551	993	0	-1703	0	0	0		0	71957	0	0	71957	0	0	0	0	0	0	0	0	0	9005	0	7544	0			
262741																																																																																						63210	3711	3711	8.6074%	11.1163%	10.4637%	59499	568625	691257	-8124	0			3.1163%			0				24899	695768								0	0	0		0		39111	10.4637%	1	0	55886	4511	0	0	-8124	0	0	0		0	59499	0	0	59499	0	0	0	0	0	0	0	0	0	3711	0	4511	0			
262844																																																																																						113474	7814	7814	11.3706%	18.2121%	16.9580%	105660	623070	929241	-36087	0			10.2121%			0				92462	934733								0	0	0		0		18690	16.9580%	1	0	75065	4954	538	0	-36087	0	0	0		0	105660	0	0	105660	0	0	0	0	0	0	0	0	0	7814	0	5492	0			
262956																																																																																				205452	0				10.6679%			22153		207660	-5036	0						0	0	0	0	7170	208977	0	0.0000%	3945	0	4246	8191	3.9868%	0	0	0	0	1		16300		1	0	18434	1317	0	0	-5036	0	0	0		0	22153	0	0	22153	0	0	0	0	0	0						1317	0	0		
263243																																																																																						56143	4691	4691	8.6687%	14.0007%	12.8309%	51452	401000	593541	-16824	0			6.0007%			0				25806	594286								0	0	0		0		26391	12.8309%	1	0	35373	745	0	0	-16824	0	0	0		0	51452	0	0	51452	0	0	0	0	0	0	0	0	0	4691	0	745	0			
263627																																																																																						17195	658	658	7.2077%	17.0940%	16.4398%	16537	100591	229436	0	0			9.0940%			0				9537	229436								0	0	0		0		7000	16.4398%	1	0	16537	0	0	0	0	0	0	0		0	16537	0	0	16537	0	0	0	0	0	0	0	0	0	658	0	0	0			
264455																																																																																				721473	0				10.2118%			74194		726552	-10075	0						1	0	0	0	54194	726552	0	0.0000%	24049	0	1335	25384	3.5184%	0	0	0	0	1		20000		1	0	64119	0	0	0	-10075	0	0	0		0	74194	0	0	74194	0	0	0	0	0	0						0	0	0		
264772																																																																																						1043568	79358	79358	10.5469%	16.8143%	15.5356%	964210	6206436	9142125	-39048	2759			8.8143%			2				273253	9293261								0	0	0		0		839334	15.5356%	1	0	1073539	75717	57356	15304	-39048	0	0	0		0	964210	0	0	964210	0	0	0	0	0	0	0	0	0	79358	0	148377	0			
265340																																																																																						39686	1646	1646	11.9299%	18.5788%	17.8082%	38040	213609	318864	-13541	0			10.5788%			0				34040	318864								0	0	0		0		4000	17.8082%	1	0	24499	0	0	0	-13541	0	0	0		0	38040	0	0	38040	0	0	0	0	0	0	0	0	0	1646	0	0	0			
265407																																																																																						309576	25034	25034	11.4500%	14.6042%	13.4232%	284542	2119776	2485090	-32148	0			6.6042%			0				306532	2507330								0	0	0		0		250	13.4232%	1	0	274634	21816	424	0	-31324	0	-824	0		0	284542	0	0	284542	0	0	0	0	0	0	0	0	0	25034	0	22240	0			
265452																																																																																				114486	0				11.2733%			12511		110979	-1285	0						0	0	0	0	10436	111719	0	0.0000%	4964	0	0	4964	4.3359%	0	0	0	0	1		2815		1	0	11966	740	0	0	-1285	0	0	0		0	12511	0	0	12511	0	0	0	0	0	0						740	0	0		
265676																																																																																						18476	954	954	12.1375%	24.2866%	23.0325%	17522	76075	144362	-3524	0			16.2866%			0				14929	144362								0	0	0		0		2593	23.0325%	1	0	13998	0	0	0	-3524	0	0	0		0	17522	0	0	17522	0	0	0	0	0	0	0	0	0	954	0	0	0			
266244																																																																																						27916	2976	2976	7.8746%	11.7431%	10.4912%	24940	237723	316713	-7333	0			3.7431%			0				22978	316713								0	0	0		0		1962	10.4912%	1	0	17607	0	0	0	-7333	0	0	0		0	24940	0	0	24940	0	0	0	0	0	0	0	0	0	2976	0	0	0			
266253																																																																																				137835	0				11.5967%			15689		135288	-1521	0						0	0	0	0	9995	135288	0	0.0000%	17673	0	178	17851	12.9510%	0	0	0	0	1		5694		1	0	14168	0	0	0	-1521	0	0	0		0	15689	0	0	15689	0	0	0	0	0	0						0	0	703		
266655																																																																																				100221	0				14.2264%			14319		100651	-1462	0						0	0	0	0	1994	100651	0	0.0000%	18043	0	0	18043	18.0032%	0	0	0	0	1		12325		1	0	12857	0	0	0	-1462	0	0	0		0	14319	0	0	14319	0	0	0	0	0	0						0	0	0		
266851																																																																																						41775	2788	2788	11.2752%	17.8780%	16.6849%	38987	233667	345778	-5879	0			9.8780%			0				37169	345778								0	0	0		0		1818	16.6849%	1	0	33108	0	0	0	-5879	0	0	0		0	38987	0	0	38987	0	0	0	0	0	0	0	0	0	2788	0	0	0			
266945																																																																																				1183261	0				9.2348%			111839		1211061	-27829	0						0	0	0	0	64383	1211615	0	0.0000%	86271	0	6786	93057	7.8645%	0	0	0	0	1		48010		1	0	84564	0	171	383	-27829	0	0	0		0	111839	0	0	111839	0	0	0	0	0	0						554	0	40111		
267652																																																																																				105039	0				13.3333%			13922		104415	-8746	0						0	0	0	0	4922	104415	0	0.0000%	6913	0	0	6913	6.5814%	0	0	0	0	1		9000		1	0	5176	0	0	0	-8746	0	0	0		0	13922	0	0	13922	0	0	0	0	0	0						0	0	0		
268006																																																																																						269286	17921	17921	8.5879%	12.2970%	11.4787%	251365	2189848	2926955	-35750	0			4.2970%			0				258915	2934754								0	0	0		0		250	11.4787%	1	0	223415	6051	6	1743	-35750	0	0	0		0	251365	0	0	251365	0	0	0	0	0	0	0	0	0	17921	0	7799	0			
268136																																																																																						42034	2969	2969	11.4683%	17.8611%	16.5995%	39065	235338	340635	-1012	0			9.8611%			0				27884	340635								0	0	0		0		11181	16.5995%	1	0	38053	0	0	0	-1012	0	0	0		0	39065	0	0	39065	0	0	0	0	0	0	0	0	0	2969	0	0	0			
268677																																																																																						77611	6052	6052	9.5287%	12.6578%	11.6707%	71559	613149	750982	-12968	0			4.6578%			0				-33734	750982								0	0	0		0		105293	11.6707%	1	0	58591	0	0	0	-12968	0	0	0		0	71559	0	0	71559	0	0	0	0	0	0	0	0	0	6052	0	0	0			
268828																																																																																						74466	2845	2845	22.1235%	32.7209%	31.4708%	71621	227579	323732	-13828	0			24.7209%			0				51621	323732								0	0	0		0		20000	31.4708%	1	0	57793	0	0	0	-13828	0	0	0		0	71621	0	0	71621	0	0	0	0	0	0	0	0	0	2845	0	0	0			
268976																																																																																				832011	0				12.8432%			102066		794711	0	0						0	0	0	0	0	794711	0	0.0000%	88365	0	0	88365	10.6207%	0	0	0	0	1		102066		1	0	102066	0	0	0	0	0	0	0		0	102066	0	0	102066	0	0	0	0	0	0						0	0	0		
269049																																																																																						80405	7435	7435	8.9063%	10.5075%	9.5359%	72970	765214	819310	-2760	0			2.5075%			0				16093	831575								0	0	0		0		69142	9.5359%	1	0	82475	7264	5001	0	-2760	0	0	0		0	72970	0	0	72970	0	0	0	0	0	0	0	0	0	7435	0	12265	0			
269058																																																																																						29288	1740	1740	9.8070%	14.6387%	13.7690%	27548	200073	280901	-7322	0			6.6387%			0				7096	283799								0	0	0		0		23350	13.7690%	1	0	23124	1490	1408	0	-7322	0	0	0		0	27548	0	0	27548	0	0	0	0	0	0	0	0	0	1740	0	2898	0			
269571																																																																																						12271	410	410	12.8166%	31.4053%	30.3560%	11861	39073	92544	0	0			23.4053%			0				11861	92544								0	0	0		0		0	30.3560%	1	0	11861	0	0	0	0	0	0	0		0	11861	0	0	11861	0	0	0	0	0	0	0	0	0	410	0	0	0			
269759																																																																																				64340	0				11.2918%			7172		63515	-190	0						0	0	0	0	1172	63515	0	0.0000%	0	0	0	0	0.0000%	0	0	0	0	1		6000		1	0	6982	0	0	0	-190	0	0	0		0	7172	0	0	7172	0	0	0	0	0	0						0	0	11461		
270148																																																																																						19781	1167	1167	10.3668%	15.8864%	14.9492%	18614	124515	179554	-4465	0			7.8864%			0				15325	179554								0	0	0		0		3289	14.9492%	1	0	14149	0	0	0	-4465	0	0	0		0	18614	0	0	18614	0	0	0	0	0	0	0	0	0	1167	0	0	0			
270353																																																																																						6185	301	301	9.6524%	25.6938%	24.4433%	5884	24072	60959	-4205	0			17.6938%			0				2384	60959								0	0	0		0		3500	24.4433%	1	0	1679	0	0	0	-4205	0	0	0		0	5884	0	0	5884	0	0	0	0	0	0	0	0	0	301	0	0	0			
270504																																																																																						118935	10002	10002	9.7414%	14.8843%	13.6326%	108933	799065	1118245	-17280	0			6.8843%			0				100903	1129819								0	0	0		0		19604	13.6326%	1	0	103227	11574	0	0	-17280	0	0	0		0	108933	0	0	108933	0	0	0	0	0	0	0	0	0	10002	0	11574	0			
270531																																																																																						23441	1462	1462	13.6158%	20.1203%	18.8654%	21979	116504	161423	-1359	0			12.1203%			0				-11218	162705								0	0	0		0		34479	18.8654%	1	0	21902	0	0	1282	-1359	0	0	0		0	21979	0	0	21979	0	0	0	0	0	0	0	0	0	1462	0	1282	0			
270652																																																																																				98714	0				10.4732%			10085		96293	-2274	0						1	0	0	0	4385	96293	0	0.0000%	11607	0	0	11607	11.7582%	0	0	0	0	1		5700		1	0	7811	0	0	0	-2274	0	0	0		0	10085	0	0	10085	0	0	0	0	0	0						0	0	0		
271136																																																																																						10712	660	660	11.3386%	20.7404%	19.4625%	10052	51648	88653	-57	0			12.7404%			0				4284	88932								0	0	0		0		6047	19.4625%	1	0	10274	0	0	279	-57	0	0	0		0	10052	0	0	10052	0	0	0	0	0	0	0	0	0	660	0	279	0			
271275																																																																																						41635	3237	3237	8.0846%	14.5889%	13.4546%	38398	285389	474950	-11342	0			6.5889%			0				191	474950								0	0	0		0		38207	13.4546%	1	0	27056	0	0	0	-11342	0	0	0		0	38398	0	0	38398	0	0	0	0	0	0	0	0	0	3237	0	0	0			
271341																																																																																						13286	951	951	10.4209%	15.1743%	14.0881%	12335	87556	118368	-4557	0			7.1743%			0				5664	118368								0	0	0		0		6671	14.0881%	1	0	7778	0	0	0	-4557	0	0	0		0	12335	0	0	12335	0	0	0	0	0	0	0	0	0	951	0	0	0			
271529																																																																																						66265	3466	3466	8.7072%	15.4441%	14.6363%	62799	429064	721230	-31624	0			7.4441%			0				40309	722768								0	0	0		0		24028	14.6363%	1	0	32713	938	600	0	-31624	0	0	0		0	62799	0	0	62799	0	0	0	0	0	0	0	0	0	3466	0	1538	0			
272030																																																																																				182993	0				9.5476%			17224		180402	-1824	0						1	0	0	0	9269	180402	0	0.0000%	0	0	166	166	0.0907%	0	0	0	0	1		3685		1	0	11130	0	0	0	-1824	0	0	0		0	12954	0	0	12954	4270	0	0	4270	0	4270						0	0	10307		
272058																																																																																						7161	295	295	12.9230%	20.6208%	19.7714%	6866	34727	53130	-2413	0			12.6208%			0				1366	53130								0	0	0		0		5500	19.7714%	1	0	4453	0	0	0	163	0	0	-2576		0	6866	0	0	6866	0	0	0	0	0	0	0	0	0	295	0	0	0			
272151																																																																																				43933	0				19.2574%			8698		45167	-2530	0						0	0	0	0	5905	45167	0	0.0000%	821	0	0	821	1.8688%	0	0	0	0	1		2793		1	0	6168	0	0	0	-2530	0	0	0		0	8698	0	0	8698	0	0	0	0	0	0						0	0	0		
272272																																																																																						496105	48913	48913	9.7895%	12.6850%	11.4343%	447192	3910965	4568064	-17455	0			4.6850%			2				164250	4588184								0	0	0		0		303062	11.4343%	1	0	449857	1233	18764	123	-17455	0	0	0		0	447192	0	0	447192	0	0	0	0	0	0	0	0	0	48913	0	20120	0			
272302																																																																																						613768	14455	14455	11.7448%	15.6577%	15.2889%	599313	3919911	5102785	-12992	0			7.6577%			0				608814	5112286								0	0	0		0		0	15.2889%	1	0	595822	9435	66	0	-5943	0	-7049	0		0	599313	0	0	599313	0	0	0	0	0	0	0	0	0	14455	0	9501	0			
273336																																																																																						313817	23692	23692	9.3785%	15.3807%	14.2195%	290125	2040327	3093523	-71971	0			7.3807%			1				217107	3100119								0	0	0		0		79614	14.2195%	1	0	224750	6090	506	0	-71971	0	0	0		0	290125	0	0	290125	0	0	0	0	0	0	0	0	0	23692	0	6596	0			
273550																																																																																				431944	0				13.4266%			57246		426363	-14614	0						0	0	0	0	37962	429869	0	0.0000%	79408	0	2466	81874	18.9548%	0	0	0	0	1		22790		1	0	46138	3506	0	0	-14614	0	0	0		0	57246	0	0	57246	0	0	0	0	0	0						3506	0	1118		
273653																																																																																						8640	749	749	10.4582%	14.5567%	13.2948%	7891	59354	75453	-610	0			6.5567%			0				4016	75453								0	0	0		0		3875	13.2948%	1	0	7281	0	0	0	-610	0	0	0		0	7891	0	0	7891	0	0	0	0	0	0	0	0	0	749	0	0	0			
273662																																																																																						263310	10365	10365	12.5675%	29.6158%	28.4500%	252945	889085	2012689	-109329	0			21.6158%			1				225443	2014187								0	0	0		0		29000	28.4500%	1	0	145114	1498	0	0	-109329	0	0	0		0	252945	0	0	252945	0	0	0	0	0	0	0	0	0	10365	0	1498	0			
273840																																																																																						26514	2284	2284	9.3265%	13.1183%	11.9883%	24230	202114	259798	-1628	0			5.1183%			0				10591	261713								0	0	0		0		15554	11.9883%	1	0	24517	1915	0	0	-1628	0	0	0		0	24230	0	0	24230	0	0	0	0	0	0	0	0	0	2284	0	1915	0			
273859																																																																																				18631	0				12.8346%			2287		17819	0	0						0	0	0	0	1912	17819	0	0.0000%	1383	0	0	1383	7.4231%	0	0	0	0	1		375		1	0	2287	0	0	0	0	0	0	0		0	2287	0	0	2287	0	0	0	0	0	0						0	0	0		
274025																																																																																				21584	0				10.1566%			2231		21966	-254	0						0	0	0	0	1731	21966	0	0.0000%	935	0	0	935	4.3319%	0	0	0	0	1		500		1	0	1977	0	0	0	-254	0	0	0		0	2231	0	0	2231	0	0	0	0	0	0						0	0	0		
274052																																																																																						3937	376	376	6.2168%	13.1072%	11.8554%	3561	30037	57280	-120	0			5.1072%			0				2861	57280								0	0	0		0		700	11.8554%	1	0	3441	0	0	0	-120	0	0	0		0	3561	0	0	3561	0	0	0	0	0	0	0	0	0	376	0	0	0			
274829																																																																																				526211	0				11.6524%			61456		527411	-17277	0						0	0	0	0	52910	527411	0	0.0000%	7541	0	0	7541	1.4331%	0	0	0	0	1		8546		1	0	44179	0	0	0	-17277	0	0	0		0	61456	0	0	61456	0	0	0	0	0	0						0	0	14045		
